id,author,title,body
poem_0144,Walt Whitman,Sparkles From The Wheel,"Where the city's ceaseless crowd moves on, the live-long day,
Withdrawn, I join a group of children watching I pause aside with them.
By the curb, toward the edge of the flagging,
A knife-grinder works at his wheel, sharpening a great knife;
Bending over, he carefully holds it to the stone by foot and knee,
With measur'd tread, he turns rapidly As he presses with light but firm hand,
Forth issue, then, in copious golden jets,
Sparkles from the wheel.
The scene, and all its belongings how they seize and affect me!
The sad, sharp-chinn'd old man, with worn clothes, and broad shoulder-band of leather;
Myself, effusing and fluid a phantom curiously floating now here absorb'd and arrested;
The group, (an unminded point, set in a vast surrounding;)
The attentive, quiet children the loud, proud, restive base of the streets;
The low, hoarse purr of the whirling stone the light-press'd blade,
Diffusing, dropping, sideways-darting, in tiny showers of gold,
Sparkles from the wheel."
poem_0148,Walt Whitman,When I Heard The Learn'd Astronomer,"When I heard the learn'd astronomer;
When the proofs, the figures, were ranged in columns before me;
When I was shown the charts and the diagrams, to add, divide, and measure them;
When I, sitting, heard the astronomer, where he lectured with much applause in the lecture-room,
How soon, unaccountable, I became tired and sick;
Till rising and gliding out, I wander'd off by myself,
In the mystical moist night-air, and from time to time,
Look'd up in perfect silence at the stars."
poem_0147,Walt Whitman,Bivouac On A Mountain Side,"I see before me now, a traveling army halting; 
Below, a fertile valley spread, with barns, and the orchards of summer; 
Behind, the terraced sides of a mountain, abrupt in places, rising high; 
Broken, with rocks, with clinging cedars, with tall shapes, dingily seen; 
The numerous camp-fires scatter'd near and far, some away up on the mountain;
The shadowy forms of men and horses, looming, large-sized flickering; 
And over all, the sky, the sky! far, far out of reach, studded, breaking out, the eternal stars."
poem_0149,Walt Whitman,Reconciliation,"Word over all, beautiful as the sky!
Beautiful that war, and all its deeds of carnage, must in time be utterly lost;
That the hands of the sisters Death and Night, incessantly softly wash again, and ever again, this soil'd world:
For my enemy is dead a man divine as myself is dead;
I look where he lies, white-faced and still, in the coffin I draw near;
I bend down, and touch lightly with my lips the white face in the coffin."
poem_0151,Walt Whitman,Beginning My Studies,"Beginning my studies, the first step pleas'd me so much,
The mere fact, consciousness--these forms--the power of motion,
The least insect or animal--the senses--eyesight--love;
The first step, I say, aw'd me and pleas'd me so much,
I have hardly gone, and hardly wish'd to go, any farther,
But stop and loiter all the time, to sing it in extatic songs."
poem_0159,Emily Elizabeth Dickinson,The Chariot.,"Because I could not stop for Death,
He kindly stopped for me;
The carriage held but just ourselves
And Immortality.
We slowly drove, he knew no haste,
And I had put away
My labor, and my leisure too,
For his civility.
We passed the school where children played,
Their lessons scarcely done;
We passed the fields of gazing grain,
We passed the setting sun.
We paused before a house that seemed
A swelling of the ground;
The roof was scarcely visible,
The cornice but a mound.
Since then 't is centuries; but each
Feels shorter than the day
I first surmised the horses' heads
Were toward eternity."
poem_0160,Emily Elizabeth Dickinson,"I Felt A Funeral In My Brain,","I felt a funeral in my brain,
And mourners, to and fro,
Kept treading, treading, till it seemed
That sense was breaking through.
And when they all were seated,
A service like a drum
Kept beating, beating, till I thought
My mind was going numb.
And then I heard them lift a box,
And creak across my soul
With those same boots of lead, again.
Then space began to toll
As all the heavens were a bell,
And Being but an ear,
And I and silence some strange race,
Wrecked, solitary, here."
poem_0161,Emily Elizabeth Dickinson,The Railway Train.,"I like to see it lap the miles,
And lick the valleys up,
And stop to feed itself at tanks;
And then, prodigious, step
Around a pile of mountains,
And, supercilious, peer
In shanties by the sides of roads;
And then a quarry pare
To fit its sides, and crawl between,
Complaining all the while
In horrid, hooting stanza;
Then chase itself down hill
And neigh like Boanerges;
Then, punctual as a star,
Stop -- docile and omnipotent --
At its own stable door."
poem_0162,Emily Elizabeth Dickinson,"""I Taste A Liquor Never Brewed,""","I taste a liquor never brewed,
From tankards scooped in pearl;
Not all the vats upon the Rhine
Yield such an alcohol!
Inebriate of air am I,
And debauchee of dew,
Reeling, through endless summer days,
From inns of molten blue.
When landlords turn the drunken bee
Out of the foxglove's door,
When butterflies renounce their drams,
I shall but drink the more!
Till seraphs swing their snowy hats,
And saints to windows run,
To see the little tippler
Leaning against the sun!"
poem_0163,Emily Elizabeth Dickinson,"""Safe In Their Alabaster Chambers,""","Safe in their alabaster chambers,
Untouched by morning and untouched by noon,
Sleep the meek members of the resurrection,
Rafter of satin, and roof of stone.
Light laughs the breeze in her castle of sunshine;
Babbles the bee in a stolid ear;
Pipe the sweet birds in ignorant cadence, --
Ah, what sagacity perished here!
Grand go the years in the crescent above them;
Worlds scoop their arcs, and firmaments row,
Diadems drop and Doges surrender,
Soundless as dots on a disk of snow."
poem_0164,Emily Elizabeth Dickinson,"""There's A Certain Slant Of Light,""","There's a certain slant of light,
On winter afternoons,
That oppresses, like the weight
Of cathedral tunes.
Heavenly hurt it gives us;
We can find no scar,
But internal difference
Where the meanings are.
None may teach it anything,
' T is the seal, despair, --
An imperial affliction
Sent us of the air.
When it comes, the landscape listens,
Shadows hold their breath;
When it goes, 't is like the distance
On the look of death."
poem_0166,Emily Elizabeth Dickinson,I Know That He Exists,"I know that he exists
Somewhere, in silence.
He has hid his rare life
From our gross eyes.
'T is an instant's play,
'T is a fond ambush,
Just to make bliss
Earn her own surprise!
But should the play
Prove piercing earnest,
Should the glee glaze
In death's stiff stare,
Would not the fun
Look too expensive?
Would not the jest
Have crawled too far?"
poem_0167,Emily Elizabeth Dickinson,The Brain.,"The brain is wider than the sky,
For, put them side by side,
The one the other will include
With ease, and you beside.
The brain is deeper than the sea,
For, hold them, blue to blue,
The one the other will absorb,
As sponges, buckets do.
The brain is just the weight of God,
For, lift them, pound for pound,
And they will differ, if they do,
As syllable from sound."
poem_0509,Alfred Lord Tennyson,The Splender Falls,"The splendor falls on castle walls
And snowy summits old in story;
The long light shakes across the lakes,
And the wild cataract leaps in glory.
Blow, bugle, blow, set the wild echoes flying
Blow, bugle; answers, echoes, dying, dying, dying.
O hark, O hear! how thin and clear,
And thinner, clearer, farther going!
O sweet and far from cliff and scar
The horns of Elfland faintly blowing!
Blow, let us hear the purple glens replying;
Blow, bugle; answer, echoes, dying, dying, dying.
O love, they die in yon rich sky,
They faint on hill or field or river;
Our echoes roll from soul to soul,
And grow forever and forever.
Blow, bugle, blow, set the wild echoes flying,
And answer, echoes, answer, dying, dying ,dying"
poem_0172,Emily Elizabeth Dickinson,"I Never Lost As Much But Twice,","I never lost as much but twice,
And that was in the sod;
Twice have I stood a beggar
Before the door of God!
Angels, twice descending,
Reimbursed my store.
Burglar, banker, father,
I am poor once more!"
poem_0174,Emily Elizabeth Dickinson,I'm Nobody!,"I'm Nobody!    Who are you?
Are you nobody, too?
Then there's a pair of us -- don't tell!
They 'd banish us, you know.
How dreary to be somebody!
How public, like a frog
To tell your name the livelong day
To an admiring bog!"
poem_0176,Emily Elizabeth Dickinson,"""Much Madness Is Divinest Sense""","Much madness is divinest sense
To a discerning eye;
Much sense the starkest madness.
'T is the majority
In this, as all, prevails.
Assent, and you are sane;
Demur, -- you're straightway dangerous,
And handled with a chain."
poem_0181,William Wordsworth,I Wandered Lonely As A Cloud,"I wandered lonely as a cloud
That floats on high o'er vales and hills,
When all at once I saw a crowd,
A host, of golden daffodils;
Beside the lake, beneath the trees,
Fluttering and dancing in the breeze.
Continuous as the stars that shine
And twinkle on the milky way,
They stretched in never-ending line
Along the margin of a bay:    
Ten thousand saw I at a glance,
Tossing their heads in sprightly dance.
The waves beside them danced; but they
Out-did the sparkling waves in glee:
A poet could not but be gay,
In such a jocund company:
I gazed, and gazed, but little thought
What wealth the show to me had brought:
For oft, when on my couch I lie
In vacant or in pensive mood, 
They flash upon that inward eye
Which is the bliss of solitude;
And then my heart with pleasure fills,
And dances with the daffodils."
poem_0182,William Wordsworth,"London, 1802","Milton! thou shouldst be living at this hour:
England hath need of thee: she is a fen
Of stagnant waters: altar, sword, and pen,
Fireside, the heroic wealth of hall and bower,
Have forfeited their ancient English dower
Of inward happiness. We are selfish men;
Oh! raise us up, return to us again;
And give us manners, virtue, freedom, power.
Thy soul was like a Star, and dwelt apart:
Thou hadst a voice whose sound was like the sea:
Pure as the naked heavens, majestic, free,
So didst thou travel on life's common way,
In cheerful godliness; and yet the heart
The lowliest duties on herself did lay."
poem_0185,William Wordsworth,Strange Fits Of Passion Have I Known,"Strange fits of passion have I known:
And I will dare to tell,
But in the lover's ear alone,
What once to me befell.
When she I loved looked every day
Fresh as a rose in June,
I to her cottage bent my way,
Beneath an evening-moon.
Upon the moon I fixed my eye,
All over the wide lea;
With quickening pace my horse drew nigh
Those paths so dear to me.
And now we reached the orchard-plot;
And, as we climbed the hill,
The sinking moon to Lucy's cot
Came near, and nearer still.
In one of those sweet dreams I slept,
Kind Nature's gentlest boon!
And all the while my eye I kept
On the descending moon.
My horse moved on; hoof after hoof
He raised, and never stopped:
When down behind the cottage roof,
At once, the bright moon dropped.
What fond and wayward thoughts will slide
Into a Lover's head!
""O mercy!"" to myself I cried,
""If Lucy should be dead!"""
poem_0188,William Wordsworth,The World Is Too Much With Us,"The world is too much with us; late and soon,
Getting and spending, we lay waste our powers:
Little we see in Nature that is ours;
We have given our hearts away, a sordid boon!
This Sea that bares her bosom to the moon;
The winds that will be howling at all hours,
And are up-gathered now like sleeping flowers;
For this, for everything, we are out of tune,
It moves us not. Great God! I'd rather be
A Pagan suckled in a creed outworn;
So might I, standing on this pleasant lea,
Have glimpses that would make me less forlorn;
Have sight of Proteus rising from the sea;
Or hear old Triton blow his wreathed horn."
poem_0189,William Wordsworth,A Slumber Did My Spirit Seal,"A slumber did my spirit seal;
I had no human fears:
She seemed a thing that could not feel
The touch of earthly years.
No motion has she now, no force;
She neither hears nor sees;
Rolled round in earth's diurnal course,
With rocks, and stones, and trees."
poem_0191,William Wordsworth,To A Butterfly (2),"I've watched you now a full half-hour;
Self-poised upon that yellow flower
And, little Butterfly! indeed
I know not if you sleep or feed.
How motionless! not frozen seas
More motionless! and then
What joy awaits you, when the breeze
Hath found you out among the trees,
And calls you forth again!
This plot of orchard-ground is ours;
My trees they are, my Sister's flowers;
Here rest your wings when they are weary;
Here lodge as in a sanctuary!
Come often to us, fear no wrong;
Sit near us on the bough!
We'll talk of sunshine and of song,
And summer days, when we were young;
Sweet childish days, that were as long
As twenty days are now."
poem_0193,William Butler Yeats,Down By The Salley Gardens,"Down by the salley gardens my love and I did meet;
She passed the salley gardens with little snow-white
feet.
She bid me take love easy, as the leaves grow on the
tree;
But I, being young and foolish, with her would not
agree.
In a field by the river my love and I did stand,
And on my leaning shoulder she laid her snow-white
hand.
She bid me take life easy, as the grass grows on the weirs;
But I was young and foolish, and now am full of tears."
poem_0197,William Butler Yeats,The Lake Isle Of Innisfree,"I will arise and go now, and go to Innisfree,
And a small cabin build there, of clay and wattles made:
Nine bean-rows will I have there, a hive for the honeybee,
And live alone in the bee-loud glade.
And I shall have some peace there, for peace comes dropping slow,
Dropping from the veils of the morning to where the cricket sings;
There midnight's all a glimmer, and noon a purple glow,
And evening full of the linnet's wings.
I will arise and go now, for always night and day
I hear lake water lapping with low sounds by the shore;
While I stand on the roadway, or on the pavements grey,
I hear it in the deep heart's core."
poem_0196,William Butler Yeats,The Song Of Wandering Aengus,"I went out to the hazel wood,
Because a fire was in my head,
And cut and peeled a hazel wand,
And hooked a berry to a thread;
And when white moths were on the wing,
And moth-like stars were flickering out,
I dropped the berry in a stream
And caught a little silver trout.
When I had laid it on the floor
I went to blow the fire a-flame,
But something rustled on the floor,
And someone called me by my name:
It had become a glimmering girl
With apple blossom in her hair
Who called me by my name and ran
And faded through the brightening air.
Though I am old with wandering
Through hollow lands and hilly lands,
I will find out where she has gone,
And kiss her lips and take her hands;
And walk among long dappled grass,
And pluck till time and times are done,
The silver apples of the moon,
The golden apples of the sun."
poem_0200,William Butler Yeats,The Second Coming,"Turning and turning in the widening gyre
The falcon cannot hear the falconer;
Things fall apart; the centre cannot hold;
Mere anarchy is loosed upon the world,
The blood-dimmed tide is loosed, and everywhere
The ceremony of innocence is drowned;
The best lack all conviction, while the worst
Are full of passionate intensity.
Surely some revelation is at hand;
Surely the Second Coming is at hand.
The Second Coming! Hardly are those words out
When a vast image out of Spiritus Mundi
Troubles my sight: somewhere in sands of the desert
A shape with lion body and the head of a man,
A gaze blank and pitiless as the sun,
Is moving its slow thighs, while all about it
Reel shadows of the indignant desert birds.
The darkness drops again; but now I know
That twenty centuries of stony sleep
Were vexed to nightmare by a rocking cradle,
And what rough beast, its hour come round at laSt,
Slouches towards Bethlehem to be born?"
poem_0203,William Butler Yeats,Who Goes With Fergus?,"Who will go drive with Fergus now,
And pierce the deep wood's woven shade,
And dance upon the level shore?
Young man, lift up your russet brow,
And lift your tender eyelids, maid,
And brood on hopes and fear no more.
And no more turn aside and brood
Upon love's bitter mystery;
For Fergus rules the brazen cars,
And rules the shadows of the wood,
And the white breast of the dim sea
And all dishevelled wandering stars."
poem_0204,William Butler Yeats,No Second Troy,"Why should I blame her that she filled my days
With misery, or that she would of late
Have taught to ignorant men most violent ways,
Or hurled the little streets upon the great,
Had they but courage equal to desire?
What could have made her peaceful with a mind
That nobleness made simple as a fire,
With beauty like a tightened bow, a kind
That is not natural in an age like this,
Being high and solitary and most stern?
Why, what could she have done being what she is?
Was there another Troy for her to burn?"
poem_0202,William Butler Yeats,The Rose Of The World,"Who dreamed that beauty passes like a dream?
For these red lips, with all their mournful pride,
Mournful that no new wonder may betide,
Troy passed away in one high funeral gleam,
And Usna's children died.
We and the labouring world are passing by:
Amid men's souls, that waver and give place
Like the pale waters in their wintry race,
Under the passing stars, foam of the sky,
Lives on this lonely face.
Bow down, archangels, in your dim abode:
Before you were, or any hearts to beat,
Weary and kind one lingered by His seat;
He made the world to be a grassy road
Before her wandering feet.
"
poem_0201,William Butler Yeats,When You Are Old,"When you are old and grey and full of sleep,
And nodding by the fire, take down this book,
And slowly read, and dream of the soft look
Your eyes had once, and of their shadows deep;
How many loved your moments of glad grace,
And loved your beauty with love false or true,
But one man loved the pilgrim Soul in you,
And loved the sorrows of your changing face;
And bending down beside the glowing bars,
Murmur, a little sadly, how Love fled
And paced upon the mountains overhead
And hid his face amid a crowd of stars."
poem_0205,William Butler Yeats,Politics,"How can I, that girl standing there,
My attention fix
On Roman or on Russian
Or on Spanish politics?
Yet here's a travelled man that knows
What he talks about,
And there's a politician
That has read and thought,
And maybe what they say is true
Of war and war's alarms,
But O that I were young again
And held her in my arms!"
poem_0206,William Butler Yeats,A Coat,"I Made my song a coat
Covered with embroideries
Out of old mythologies
From heel to throat;
But the fools caught it,
Wore it in the world's eyes
As though they'd wrought it.
Song, let them take it
For there's more enterprise
In walking naked."
poem_0210,William Butler Yeats,He Wishes For The Cloths Of Heaven,"Had I the heavens' embroidered cloths,
Enwrought with golden and silver light,
The blue and the dim and the dark cloths
Of night and light and the half-light,
I would spread the cloths under your feet:
But I, being poor, have only my dreams;
I have spread my dreams under your feet;
Tread softly because you tread on my dreams."
poem_0556,Wilfred Edward Salter Owen,Futility,"Move him into the sun--
Gently its touch awoke him once,
At home, whispering of fields unsown.
Always it woke him, even in France,
Until this morning and this snow.
If anything might rouse him now
The kind old sun will know.
Think how it wakes the seeds--
Woke, once, the clays of a cold star.
Are limbs so dear-achieved, are sides
Full-nerved,--still warm,--too hard to stir?
Was it for this the clay grew tall?
--O what made fatuous sunbeams toil
To break earth's sleep at all?"
poem_0577,Rupert Brooke,The Hill,"Breathless, we flung us on the windy hill,
Laughed in the sun, and kissed the lovely grass.
You said, ""Through glory and ecstasy we pass;
Wind, sun, and earth remain, the birds sing still,
When we are old, are old. . . ."" ""And when we die
All's over that is ours; and life burns on
Through other lovers, other lips,"" said I,
""Heart of my heart, our heaven is now, is won!""
""We are Earth's best, that learnt her lesson here.
Life is our cry. We have kept the faith!"" we said;
""We shall go down with unreluctant tread
Rose-crowned into the darkness!"" . . . Proud we were,
And laughed, that had such brave true things to say.
And then you suddenly cried, and turned away."
poem_0623,Rudyard Kipling,When Earth's Last Picture Is Painted,"When Earth's last picture is painted and the tubes are twisted and dried,
When the oldest colours have faded, and the youngest critic has died,
We shall rest, and, faith, we shall need it, lie down for an aeon or two,
Till the Master of All Good Workmen shall put us to work anew.
And those that were good shall be happy; they shall sit in a golden chair;
They shall splash at a ten-league canvas with brushes of comets' hair.
They shall find real saints to draw from, Magdalene, Peter, and Paul;
They shall work for an age at a sitting and never be tired at all!
And only The Master shall praise us, and only The Master shall blame;
And no one shall work for money, and no one shall work for fame,
But each for the joy of the working, and each, in his separate star,
Shall draw the Thing as he sees It for the God of Things as They are!"
poem_0555,Wilfred Edward Salter Owen,Arms and the Boy,"Let the boy try along this bayonet-blade
How cold steel is, and keen with hunger of blood;
Blue with all malice, like a madman's flash;
And thinly drawn with famishing for flesh.
Lend him to stroke these blind, blunt bullet-heads
Which long to muzzle in the hearts of lads.
Or give him cartridges of fine zinc teeth,
Sharp with the sharpness of grief and death.
For his teeth seem for laughing round an apple.
There lurk no claws behind his fingers supple;
And God will grow no talons at his heels,
Nor antlers through the thickness of his curls."
poem_0743,Jonathan Swift,A Description Of The Morning,"WRITTEN IN APRIL 1709, AND FIRST PRINTED IN ""THE TATLER""[1]
Now hardly here and there an hackney-coach
Appearing, show'd the ruddy morn's approach.
Now Betty from her master's bed had flown,
And softly stole to discompose her own;
The slip-shod 'prentice from his master's door
Had pared the dirt, and sprinkled round the floor.
Now Moll had whirl'd her mop with dext'rous airs,
Prepared to scrub the entry and the stairs.
The youth with broomy stumps began to trace
The kennel's edge, where wheels had worn the place.[2]
The small-coal man was heard with cadence deep,
Till drown'd in shriller notes of chimney-sweep:
Duns at his lordship's gate began to meet;
And brickdust Moll had scream'd through half the street.
The turnkey now his flock returning sees,
Duly let out a-nights to steal for fees:[3]
The watchful bailiffs take their silent stands,
And schoolboys lag with satchels in their hands."
poem_0547,George Gordon Byron,Stanzas Written On The Road Between Florence And Pisa,"1.
Oh, talk not to me of a name great in story -
The days of our Youth are the days of our glory;
And the myrtle and ivy of sweet two-and-twenty
Are worth all your laurels, though ever so plenty.[604]
2.
What are garlands and crowns to the brow that is wrinkled?
Tis but as a dead flower with May-dew besprinkled:
Then away with all such from the head that is hoary,
What care I for the wreaths that can only give glory?
3.
Oh Fame! - if I e'er took delight in thy praises,
'Twas less for the sake of thy high-sounding phrases,
Than to see the bright eyes of the dear One discover,
She thought that I was not unworthy to love her.
4.
There chiefly I sought thee, there only I found thee;
Her Glance was the best of the rays that surround thee,
When it sparkled o'er aught that was bright in my story,
I knew it was Love, and I felt it was Glory.
November 6, 1821.
[First published, Letters and Journals of Lord Byron, 1830, ii. 366, note.]"
poem_0272,Robert Burns,Ae Fond Kiss.,"Tune - ""Rory Dall's Port.""
I.
Ae fond kiss, and then we sever;
Ae fareweel, and then for ever!
Deep in heart-wrung tears I'll pledge thee,
Warring sighs and groans I'll wage thee.
Who shall say that fortune grieves him
While the star of hope she leaves him?
Me, nae cheerfu' twinkle lights me;
Dark despair around benights me.
II.
I'll ne'er blame my partial fancy,
Naething could resist my Nancy;
But to see her, was to love her;
Love but her, and love for ever.
Had we never lov'd sae kindly,
Had we never lov'd sae blindly,
Never met, or never parted,
We had ne'er been broken hearted.
III.
Fare thee weel, thou first and fairest!
Fare thee weel, thou best and dearest!
Thine be ilka joy and treasure,
Peace, enjoyment, love, and pleasure!
Ae fond kiss, and then we sever;
Ae farewell, alas! for ever!
Deep in heart-wrung tears I'll pledge thee,
Warring sighs and groans I'll wage thee!"
